stock_id,warehouse_id,product_id,quantity
ST027131,WH004,P02278,116
ST027132,WH002,P03798,181
ST027133,WH001,P04401,195
ST027134,WH006,P04575,108
ST027135,WH010,P01246,115
ST027136,WH002,P00631,44
ST027137,WH008,P02969,93
ST027138,WH008,P03512,108
ST027139,WH005,P03886,112
ST027140,WH002,P04414,91
ST027141,WH007,P04627,82
ST027142,WH005,P00522,67
ST027143,WH004,P04938,68
ST027144,WH001,P02081,116
ST027145,WH001,P04158,98
ST027146,WH007,P01152,139
ST027147,WH009,P01897,164
ST027148,WH006,P02684,95
ST027149,WH005,P01508,52
ST027150,WH008,P00259,114
ST027151,WH002,P04880,124
ST027152,WH006,P04775,97
ST027153,WH006,P01878,121
ST027154,WH007,P03396,81
ST027155,WH007,P01457,0
ST027156,WH009,P02675,0
ST027157,WH006,P00277,68
ST027158,WH006,P02084,88
ST027159,WH008,P00747,217
ST027160,WH005,P00530,106
ST027161,WH001,P02553,111
ST027162,WH006,P01118,71
ST027163,WH008,P03329,104
ST027164,WH009,P04186,174
ST027165,WH001,P02748,122
ST027166,WH002,P04112,133
ST027167,WH006,P02403,26
ST027168,WH007,P02266,126
ST027169,WH003,P01712,111
ST027170,WH002,P02482,37
ST027171,WH005,P04576,44
ST027172,WH009,P03327,152
ST027173,WH010,P02602,77
ST027174,WH006,P02195,61
ST027175,WH009,P02814,75
ST027176,WH010,P04886,130
ST027177,WH003,P03375,84
ST027178,WH001,P00466,127
ST027179,WH003,P04291,176
ST027180,WH010,P00267,93
ST027181,WH010,P02675,152
ST027182,WH007,P00750,69
ST027183,WH004,P03131,149
ST027184,WH002,P02657,82
ST027185,WH002,P00070,70
ST027186,WH002,P01231,68
ST027187,WH010,P04200,65
ST027188,WH007,P00299,116
ST027189,WH001,P04065,36
ST027190,WH008,P02687,129
ST027191,WH005,P03347,109
ST027192,WH010,P00516,44
ST027193,WH005,P02763,86
ST027194,WH001,P01763,33
ST027195,WH001,P01908,147
ST027196,WH004,P00207,110
ST027197,WH010,P03441,71
ST027198,WH007,P02407,179
ST027199,WH003,P02325,135
ST027200,WH009,P02775,79
ST027201,WH006,P00946,0
ST027202,WH001,P01661,76
ST027203,WH002,P00410,135
ST027204,WH001,P02741,146
ST027205,WH004,P02524,73
ST027206,WH010,P02301,29
ST027207,WH004,P03996,5
ST027208,WH007,P01705,95
ST027209,WH007,P04576,93
ST027210,WH006,P01710,186
ST027211,WH009,P03269,62
ST027212,WH010,P01905,88
ST027213,WH007,P02204,170
ST027214,WH004,P01864,117
ST027215,WH007,P04670,103
ST027216,WH002,P02261,118
ST027217,WH003,P03737,86
ST027218,WH002,P00749,193
ST027219,WH002,P03012,37
ST027220,WH006,P01573,135
ST027221,WH007,P04020,74
ST027222,WH004,P00923,138
ST027223,WH003,P00541,86
ST027224,WH002,P02804,122
ST027225,WH010,P01303,103
ST027226,WH007,P04928,93
ST027227,WH001,P03851,90
ST027228,WH004,P00768,40
ST027229,WH010,P04412,0
ST027230,WH010,P02417,78
ST027231,WH008,P02915,49
ST027232,WH007,P03681,113
ST027233,WH008,P00296,81
ST027234,WH005,P01275,102
ST027235,WH003,P03008,168
ST027236,WH007,P01708,176
ST027237,WH001,P01625,90
ST027238,WH002,P00666,119
ST027239,WH005,P02170,11
ST027240,WH003,P01572,202
ST027241,WH005,P02716,99
ST027242,WH004,P01131,75
ST027243,WH008,P02227,161
ST027244,WH005,P03549,105
ST027245,WH003,P01118,67
ST027246,WH008,P00607,109
ST027247,WH010,P01502,93
ST027248,WH005,P02252,69
ST027249,WH005,P04244,9
ST027250,WH003,P04130,77
ST027251,WH001,P00225,103
ST027252,WH010,P01845,98
ST027253,WH008,P00344,91
ST027254,WH003,P00624,21
ST027255,WH006,P00712,126
ST027256,WH009,P02165,16
ST027257,WH001,P00495,0
ST027258,WH005,P02941,130
ST027259,WH009,P04736,32
ST027260,WH008,P03477,174
ST027261,WH004,P01240,108
ST027262,WH006,P01633,105
ST027263,WH003,P03369,89
ST027264,WH009,P02094,61
ST027265,WH002,P02349,201
ST027266,WH006,P02348,147
ST027267,WH007,P00328,31
ST027268,WH004,P04123,104
ST027269,WH009,P02771,37
ST027270,WH002,P04337,177
ST027271,WH004,P02194,81
ST027272,WH008,P03762,128
ST027273,WH005,P02241,208
ST027274,WH010,P04729,67
ST027275,WH006,P01734,89
ST027276,WH010,P00860,118
ST027277,WH004,P00448,70
ST027278,WH009,P01702,149
ST027279,WH003,P00672,75
ST027280,WH007,P00830,2
ST027281,WH003,P02921,55
ST027282,WH002,P04708,75
ST027283,WH008,P01696,0
ST027284,WH002,P00247,88
ST027285,WH003,P04925,166
ST027286,WH009,P02036,21
ST027287,WH004,P00772,109
ST027288,WH003,P03581,0
ST027289,WH006,P01158,92
ST027290,WH008,P02322,139
ST027291,WH009,P04411,229
ST027292,WH005,P00304,169
ST027293,WH009,P00435,125
ST027294,WH010,P02033,173
ST027295,WH003,P01980,121
ST027296,WH007,P02262,33
ST027297,WH007,P04695,128
ST027298,WH006,P02192,161
ST027299,WH001,P02972,100
ST027300,WH005,P04285,59
ST027301,WH008,P01740,182
ST027302,WH008,P04925,75
ST027303,WH003,P00467,175
ST027304,WH003,P03402,169
ST027305,WH006,P01528,159
ST027306,WH004,P01060,114
ST027307,WH001,P04932,123
ST027308,WH010,P03317,126
ST027309,WH002,P01109,110
ST027310,WH001,P00103,109
ST027311,WH009,P02329,135
ST027312,WH009,P01318,110
ST027313,WH005,P04200,70
ST027314,WH006,P04856,74
ST027315,WH010,P01834,120
ST027316,WH002,P04055,99
ST027317,WH009,P02740,159
ST027318,WH009,P03961,85
ST027319,WH001,P02878,40
ST027320,WH007,P03928,120
ST027321,WH007,P03599,164
ST027322,WH004,P03624,108
ST027323,WH008,P01160,157
ST027324,WH004,P03349,2
ST027325,WH008,P01004,169
ST027326,WH003,P01614,148
ST027327,WH010,P02227,16
ST027328,WH001,P04442,120
ST027329,WH001,P03562,125
ST027330,WH003,P03081,156
ST027331,WH004,P03248,29
ST027332,WH002,P02222,117
ST027333,WH009,P03881,96
ST027334,WH008,P03606,107
ST027335,WH005,P02776,123
ST027336,WH005,P00995,128
ST027337,WH009,P04393,143
ST027338,WH009,P00044,89
ST027339,WH009,P04753,93
ST027340,WH005,P02396,122
ST027341,WH008,P02911,48
ST027342,WH006,P01062,49
ST027343,WH003,P02878,10
ST027344,WH006,P01136,78
ST027345,WH001,P04458,127
ST027346,WH003,P03854,74
ST027347,WH001,P01630,102
ST027348,WH002,P02775,97
ST027349,WH009,P01716,123
ST027350,WH008,P02224,72
ST027351,WH004,P03151,120
ST027352,WH001,P02392,57
ST027353,WH009,P04350,219
ST027354,WH009,P01923,201
ST027355,WH004,P03213,96
ST027356,WH002,P03595,130
ST027357,WH006,P00053,129
ST027358,WH007,P00326,134
ST027359,WH010,P02405,137
ST027360,WH009,P00105,122
ST027361,WH002,P01905,126
ST027362,WH004,P00128,192
ST027363,WH007,P01674,75
ST027364,WH009,P03093,121
ST027365,WH010,P01003,22
ST027366,WH008,P03478,76
ST027367,WH006,P02621,129
ST027368,WH009,P01070,69
ST027369,WH002,P03354,188
ST027370,WH005,P00975,201
ST027371,WH009,P02975,55
ST027372,WH007,P01048,112
ST027373,WH004,P00901,66
ST027374,WH004,P03706,136
ST027375,WH008,P00484,72
ST027376,WH001,P04002,0
ST027377,WH006,P01206,133
ST027378,WH010,P00284,46
ST027379,WH001,P01623,129
ST027380,WH001,P03004,110
ST027381,WH008,P00280,49
ST027382,WH003,P03405,161
ST027383,WH004,P00018,57
ST027384,WH004,P00443,156
ST027385,WH005,P01209,110
ST027386,WH010,P02257,154
ST027387,WH009,P01007,140
ST027388,WH003,P01547,22
ST027389,WH007,P00238,100
ST027390,WH009,P04921,82
ST027391,WH002,P00716,146
ST027392,WH005,P00177,77
ST027393,WH003,P00773,16
ST027394,WH006,P01720,175
ST027395,WH001,P04169,63
ST027396,WH001,P01316,32
ST027397,WH002,P03824,116
ST027398,WH004,P02011,69
ST027399,WH002,P03912,15
ST027400,WH005,P01312,59
ST027401,WH007,P01236,70
ST027402,WH002,P02085,86
ST027403,WH002,P03348,83
ST027404,WH003,P00676,0
ST027405,WH002,P03075,116
ST027406,WH002,P04887,110
ST027407,WH006,P02027,206
ST027408,WH008,P00021,200
ST027409,WH010,P01247,142
ST027410,WH004,P04191,203
ST027411,WH010,P04516,126
ST027412,WH004,P02596,157
ST027413,WH009,P04371,118
ST027414,WH002,P01287,0
ST027415,WH003,P02164,141
ST027416,WH001,P04138,177
ST027417,WH002,P04553,60
ST027418,WH009,P00219,83
ST027419,WH002,P01070,29
ST027420,WH003,P04682,90
ST027421,WH005,P03428,88
ST027422,WH001,P01588,129
ST027423,WH005,P04681,92
ST027424,WH004,P00859,18
ST027425,WH005,P04455,163
ST027426,WH004,P03002,52
ST027427,WH006,P03619,119
ST027428,WH008,P00879,128
ST027429,WH007,P02071,99
ST027430,WH004,P01250,105
ST027431,WH002,P02665,89
ST027432,WH010,P03445,122
ST027433,WH010,P01613,29
ST027434,WH003,P00576,66
ST027435,WH008,P01699,24
ST027436,WH009,P00904,104
ST027437,WH003,P02333,96
ST027438,WH008,P00807,49
ST027439,WH006,P04564,97
ST027440,WH007,P03896,68
ST027441,WH004,P00495,121
ST027442,WH004,P00845,159
ST027443,WH008,P01445,120
ST027444,WH009,P00838,163
ST027445,WH006,P04376,83
ST027446,WH005,P00306,52
ST027447,WH008,P01981,75
ST027448,WH005,P01875,48
ST027449,WH007,P04225,0
ST027450,WH007,P03779,184
ST027451,WH003,P01092,101
ST027452,WH008,P01284,24
ST027453,WH009,P04882,85
ST027454,WH005,P01808,57
ST027455,WH009,P01444,73
ST027456,WH001,P00839,75
ST027457,WH009,P03842,56
ST027458,WH008,P03384,169
ST027459,WH008,P00649,122
ST027460,WH002,P00569,119
ST027461,WH001,P00883,126
ST027462,WH003,P04045,160
ST027463,WH004,P03160,143
ST027464,WH001,P03355,120
ST027465,WH003,P02118,17
ST027466,WH001,P04643,156
ST027467,WH003,P02922,180
ST027468,WH003,P03564,62
ST027469,WH006,P02987,157
ST027470,WH006,P03639,70
ST027471,WH007,P04210,70
ST027472,WH001,P02931,61
ST027473,WH007,P02627,180
ST027474,WH004,P00399,132
ST027475,WH004,P04349,71
ST027476,WH008,P01294,95
ST027477,WH004,P02884,16
ST027478,WH005,P02054,197
ST027479,WH009,P01061,172
ST027480,WH004,P01233,75
ST027481,WH001,P00795,176
ST027482,WH008,P00513,120
ST027483,WH001,P03249,42
ST027484,WH004,P03988,54
ST027485,WH009,P00620,105
ST027486,WH007,P04278,81
ST027487,WH009,P01729,70
ST027488,WH010,P02815,123
ST027489,WH005,P01565,18
ST027490,WH005,P02730,131
ST027491,WH005,P00454,0
ST027492,WH009,P03801,58
ST027493,WH002,P04481,45
ST027494,WH003,P01910,51
ST027495,WH004,P02677,47
ST027496,WH003,P01549,88
ST027497,WH006,P04641,108
ST027498,WH010,P04457,42
ST027499,WH008,P04271,198
ST027500,WH004,P02675,93
ST027501,WH006,P04502,65
ST027502,WH003,P04800,95
ST027503,WH006,P04658,102
ST027504,WH009,P00556,105
ST027505,WH003,P01499,124
ST027506,WH008,P01630,162
ST027507,WH001,P00305,105
ST027508,WH007,P01964,106
ST027509,WH007,P02401,71
ST027510,WH005,P01152,201
ST027511,WH009,P00368,177
ST027512,WH005,P04431,213
ST027513,WH010,P02389,99
ST027514,WH005,P03629,118
ST027515,WH004,P03731,166
ST027516,WH004,P00073,13
ST027517,WH007,P00090,55
ST027518,WH002,P04803,81
ST027519,WH001,P04131,61
ST027520,WH008,P00571,115
ST027521,WH003,P01492,147
ST027522,WH006,P03011,16
ST027523,WH008,P04263,148
ST027524,WH005,P00589,140
ST027525,WH009,P03495,147
ST027526,WH007,P00248,124
ST027527,WH002,P04766,90
ST027528,WH006,P04063,176
ST027529,WH003,P02071,115
ST027530,WH009,P02791,119
ST027531,WH004,P02533,89
ST027532,WH001,P02980,99
ST027533,WH004,P02408,131
ST027534,WH008,P02343,172
ST027535,WH004,P00341,37
ST027536,WH001,P03860,111
ST027537,WH010,P04777,107
ST027538,WH004,P02215,13
ST027539,WH006,P03328,74
ST027540,WH006,P00586,73
ST027541,WH004,P04832,89
ST027542,WH001,P03846,130
ST027543,WH003,P03181,60
ST027544,WH003,P02597,79
ST027545,WH010,P04861,110
ST027546,WH008,P04508,40
ST027547,WH006,P01524,49
ST027548,WH003,P03708,96
ST027549,WH004,P03947,63
ST027550,WH007,P01635,137
ST027551,WH009,P03459,69
ST027552,WH002,P03833,175
ST027553,WH002,P03116,103
ST027554,WH004,P04494,66
ST027555,WH004,P02779,63
ST027556,WH008,P04153,105
ST027557,WH006,P01257,74
ST027558,WH009,P01734,182
ST027559,WH003,P00586,43
ST027560,WH010,P03236,49
ST027561,WH005,P02432,154
ST027562,WH006,P03750,51
ST027563,WH010,P04662,103
ST027564,WH006,P01405,78
ST027565,WH008,P02499,123
ST027566,WH004,P00080,76
ST027567,WH001,P03470,99
ST027568,WH009,P03319,18
ST027569,WH004,P01282,166
ST027570,WH008,P00079,101
ST027571,WH005,P01283,32
ST027572,WH004,P03306,197
ST027573,WH001,P04593,119
ST027574,WH003,P00438,76
ST027575,WH008,P02647,48
ST027576,WH003,P00532,119
ST027577,WH005,P03073,192
ST027578,WH005,P01800,149
ST027579,WH002,P00161,103
ST027580,WH003,P04822,23
ST027581,WH006,P04257,167
ST027582,WH010,P04054,83
ST027583,WH010,P01573,65
ST027584,WH005,P04558,10
ST027585,WH002,P03819,146
ST027586,WH008,P02853,123
ST027587,WH006,P00266,31
ST027588,WH007,P03510,149
ST027589,WH002,P01439,92
ST027590,WH001,P00155,120
ST027591,WH004,P04639,158
ST027592,WH001,P04343,130
ST027593,WH010,P02722,81
ST027594,WH005,P02367,126
ST027595,WH009,P04558,151
ST027596,WH009,P02747,77
ST027597,WH001,P01616,72
ST027598,WH009,P00140,101
ST027599,WH009,P01086,106
ST027600,WH006,P03206,147
ST027601,WH004,P04956,105
ST027602,WH008,P03447,133
ST027603,WH009,P01169,100
ST027604,WH006,P01052,55
ST027605,WH002,P02810,91
ST027606,WH005,P03878,115
ST027607,WH010,P02919,110
ST027608,WH006,P02069,0
ST027609,WH002,P01547,128
ST027610,WH010,P00248,23
ST027611,WH008,P02246,153
ST027612,WH003,P04679,173
ST027613,WH008,P04659,125
ST027614,WH003,P01925,209
ST027615,WH004,P01279,116
ST027616,WH001,P02885,150
ST027617,WH003,P00501,114
ST027618,WH007,P00940,96
ST027619,WH001,P04295,117
ST027620,WH008,P03785,72
ST027621,WH006,P03861,142
ST027622,WH003,P01387,31
ST027623,WH009,P00159,80
ST027624,WH004,P04542,228
ST027625,WH007,P04937,115
ST027626,WH001,P04698,76
ST027627,WH008,P02453,123
ST027628,WH006,P02697,162
ST027629,WH006,P01630,4
ST027630,WH002,P00278,90
ST027631,WH003,P01643,42
ST027632,WH004,P03168,106
ST027633,WH003,P04600,198
ST027634,WH007,P02347,153
ST027635,WH004,P04521,0
ST027636,WH010,P01908,72
ST027637,WH002,P01835,169
ST027638,WH007,P02115,175
ST027639,WH010,P00170,91
ST027640,WH004,P03538,86
ST027641,WH009,P04255,71
ST027642,WH010,P04010,5
ST027643,WH004,P00591,34
ST027644,WH010,P00247,102
ST027645,WH005,P02347,109
ST027646,WH008,P00799,196
ST027647,WH008,P02193,141
ST027648,WH010,P00183,30
ST027649,WH008,P01496,214
ST027650,WH004,P01168,129
ST027651,WH009,P03032,122
ST027652,WH007,P01200,105
ST027653,WH004,P00203,94
ST027654,WH006,P03643,0
ST027655,WH007,P01237,60
ST027656,WH003,P03162,58
ST027657,WH003,P00830,85
ST027658,WH003,P03027,120
ST027659,WH003,P01096,157
ST027660,WH007,P01816,222
ST027661,WH005,P02087,100
ST027662,WH005,P04596,107
ST027663,WH004,P00053,65
ST027664,WH009,P03194,64
ST027665,WH001,P00575,197
ST027666,WH010,P01847,87
ST027667,WH007,P04090,73
ST027668,WH007,P04402,127
ST027669,WH001,P01409,98
ST027670,WH002,P02142,174
ST027671,WH007,P02403,104
ST027672,WH003,P00378,185
ST027673,WH008,P03233,71
ST027674,WH006,P03993,174
ST027675,WH007,P03729,103
ST027676,WH002,P01693,114
ST027677,WH005,P01869,110
ST027678,WH008,P03620,219
ST027679,WH004,P03251,127
ST027680,WH007,P00981,85
ST027681,WH001,P03244,138
ST027682,WH006,P03513,121
ST027683,WH006,P01454,92
ST027684,WH008,P04548,178
ST027685,WH007,P01178,204
ST027686,WH008,P04986,117
ST027687,WH010,P02783,20
ST027688,WH001,P01237,35
ST027689,WH007,P01653,81
ST027690,WH006,P00279,138
ST027691,WH008,P04292,84
ST027692,WH006,P00667,56
ST027693,WH005,P00581,83
ST027694,WH008,P01886,97
ST027695,WH007,P04461,80
ST027696,WH006,P01433,92
ST027697,WH005,P03803,153
ST027698,WH006,P04354,161
ST027699,WH008,P01564,64
ST027700,WH009,P02486,208
ST027701,WH008,P03467,92
ST027702,WH002,P04356,192
ST027703,WH005,P02895,104
ST027704,WH004,P01995,113
ST027705,WH008,P01860,67
ST027706,WH004,P01007,178
ST027707,WH007,P00206,66
ST027708,WH001,P03848,141
ST027709,WH008,P03751,66
ST027710,WH010,P03355,41
ST027711,WH005,P02530,81
ST027712,WH008,P03026,128
ST027713,WH001,P01437,33
ST027714,WH001,P04992,107
ST027715,WH004,P02713,80
ST027716,WH002,P01266,150
ST027717,WH001,P04346,52
ST027718,WH008,P02936,129
ST027719,WH007,P04085,124
ST027720,WH005,P03889,105
ST027721,WH009,P03759,116
ST027722,WH001,P01570,83
ST027723,WH002,P03211,0
ST027724,WH007,P00606,84
ST027725,WH004,P02811,116
ST027726,WH007,P00307,91
ST027727,WH009,P02364,171
ST027728,WH002,P04925,125
ST027729,WH009,P02555,109
ST027730,WH002,P04906,65
ST027731,WH005,P02154,76
ST027732,WH006,P04060,188
ST027733,WH010,P01363,168
ST027734,WH004,P01377,101
ST027735,WH004,P04681,127
ST027736,WH006,P03940,108
ST027737,WH007,P04417,117
ST027738,WH009,P04965,75
ST027739,WH004,P01554,65
ST027740,WH006,P03074,24
ST027741,WH003,P02191,128
ST027742,WH002,P04983,135
ST027743,WH006,P00678,0
ST027744,WH007,P01924,83
ST027745,WH002,P04456,68
ST027746,WH009,P03841,140
ST027747,WH010,P03149,138
ST027748,WH008,P04888,138
ST027749,WH010,P02970,52
ST027750,WH007,P04379,86
ST027751,WH007,P02858,87
ST027752,WH007,P01789,97
ST027753,WH002,P00422,130
ST027754,WH005,P01137,186
ST027755,WH007,P02494,190
ST027756,WH003,P01200,77
ST027757,WH001,P02996,98
ST027758,WH009,P04287,36
ST027759,WH001,P04366,2
ST027760,WH003,P03667,100
ST027761,WH007,P00133,18
ST027762,WH007,P03735,178
ST027763,WH003,P03000,60
ST027764,WH001,P00660,123
ST027765,WH008,P01375,64
ST027766,WH001,P04990,106
ST027767,WH004,P01481,112
ST027768,WH004,P01135,117
ST027769,WH004,P03533,67
ST027770,WH007,P02787,145
ST027771,WH005,P00391,116
ST027772,WH002,P00572,112
ST027773,WH002,P01394,118
ST027774,WH001,P01161,83
ST027775,WH002,P04002,23
ST027776,WH010,P04868,61
ST027777,WH004,P04487,121
ST027778,WH010,P01051,162
ST027779,WH006,P04416,174
ST027780,WH007,P04797,41
ST027781,WH003,P03141,175
ST027782,WH007,P01140,87
ST027783,WH005,P01248,73
ST027784,WH010,P04858,85
ST027785,WH007,P03084,64
ST027786,WH001,P03674,47
ST027787,WH005,P01079,71
ST027788,WH009,P00690,97
ST027789,WH003,P01214,13
ST027790,WH009,P00222,150
ST027791,WH001,P01518,140
ST027792,WH004,P03871,60
ST027793,WH001,P01602,93
ST027794,WH002,P03755,219
ST027795,WH007,P00923,138
ST027796,WH010,P01783,148
ST027797,WH004,P04485,122
ST027798,WH006,P02292,86
ST027799,WH010,P03619,88
ST027800,WH006,P00666,101
ST027801,WH003,P02852,120
ST027802,WH003,P01804,94
ST027803,WH008,P00132,136
ST027804,WH004,P00857,97
ST027805,WH005,P01864,137
ST027806,WH002,P02696,61
ST027807,WH004,P01816,147
ST027808,WH006,P04922,60
ST027809,WH001,P02023,130
ST027810,WH010,P04855,83
ST027811,WH007,P02841,0
ST027812,WH003,P00920,102
ST027813,WH008,P02549,67
ST027814,WH008,P01137,124
ST027815,WH007,P03974,179
ST027816,WH003,P01736,87
ST027817,WH007,P04420,188
ST027818,WH009,P03603,134
ST027819,WH004,P04490,87
ST027820,WH007,P03191,81
ST027821,WH008,P00454,136
ST027822,WH008,P01706,119
ST027823,WH005,P01026,132
ST027824,WH002,P04403,6
ST027825,WH001,P04182,146
ST027826,WH002,P03256,0
ST027827,WH003,P03245,69
ST027828,WH008,P02599,94
ST027829,WH003,P04417,39
ST027830,WH004,P00315,54
ST027831,WH004,P03255,37
ST027832,WH002,P00074,111
ST027833,WH001,P02202,166
ST027834,WH007,P00166,204
ST027835,WH001,P00381,164
ST027836,WH010,P04569,91
ST027837,WH007,P01175,42
ST027838,WH001,P02960,163
ST027839,WH002,P03025,61
ST027840,WH003,P02063,84
ST027841,WH003,P02666,133
ST027842,WH009,P04819,43
ST027843,WH002,P04761,36
ST027844,WH006,P03103,184
ST027845,WH009,P04538,59
ST027846,WH009,P04827,149
ST027847,WH002,P04046,20
ST027848,WH009,P01127,90
ST027849,WH004,P00798,138
ST027850,WH001,P01246,65
ST027851,WH005,P01325,128
ST027852,WH007,P04702,41
ST027853,WH009,P00372,135
ST027854,WH006,P01938,112
ST027855,WH006,P00303,50
ST027856,WH007,P00580,114
ST027857,WH008,P04323,55
ST027858,WH009,P04382,203
ST027859,WH007,P03461,41
ST027860,WH007,P04162,0
ST027861,WH008,P02200,112
ST027862,WH004,P01865,160
ST027863,WH009,P02354,146
ST027864,WH007,P00561,128
ST027865,WH005,P04866,110
ST027866,WH005,P02098,157
ST027867,WH005,P00583,55
ST027868,WH007,P00997,31
ST027869,WH005,P02744,15
ST027870,WH004,P00607,96
ST027871,WH002,P03089,147
ST027872,WH002,P02946,169
ST027873,WH008,P03119,87
ST027874,WH001,P00422,107
ST027875,WH006,P00845,188
ST027876,WH003,P03951,97
ST027877,WH003,P02143,88
ST027878,WH003,P04386,138
ST027879,WH010,P04459,32
ST027880,WH007,P03544,146
ST027881,WH005,P04894,83
ST027882,WH008,P01330,68
ST027883,WH004,P01269,124
ST027884,WH006,P04924,20
ST027885,WH005,P04518,104
ST027886,WH006,P00890,129
ST027887,WH009,P01533,36
ST027888,WH002,P03255,99
ST027889,WH010,P02071,152
ST027890,WH006,P03543,82
ST027891,WH009,P01114,72
ST027892,WH007,P04253,0
ST027893,WH001,P03871,85
ST027894,WH002,P01555,162
ST027895,WH005,P03427,124
ST027896,WH008,P03460,148
ST027897,WH003,P00852,24
ST027898,WH003,P02336,3
ST027899,WH005,P03811,58
ST027900,WH003,P04085,112
ST027901,WH006,P02642,57
ST027902,WH008,P02561,134
ST027903,WH010,P02337,128
ST027904,WH004,P04638,67
ST027905,WH002,P02556,131
ST027906,WH002,P02986,35
ST027907,WH008,P04061,97
ST027908,WH002,P04714,160
ST027909,WH005,P02239,48
ST027910,WH001,P03722,136
ST027911,WH008,P02531,170
ST027912,WH002,P04164,168
ST027913,WH003,P03117,185
ST027914,WH005,P00237,103
ST027915,WH006,P02024,97
ST027916,WH006,P03727,129
ST027917,WH009,P03529,108
ST027918,WH008,P02111,99
ST027919,WH010,P04628,18
ST027920,WH005,P02828,139
ST027921,WH003,P01361,50
ST027922,WH002,P04238,86
ST027923,WH001,P02903,64
ST027924,WH008,P00417,17
ST027925,WH009,P04336,118
ST027926,WH008,P01939,189
ST027927,WH003,P00204,87
ST027928,WH006,P03347,83
ST027929,WH007,P02122,176
ST027930,WH008,P03344,77
ST027931,WH003,P03632,96
ST027932,WH002,P01305,125
ST027933,WH009,P04504,120
ST027934,WH007,P04474,136
ST027935,WH006,P02456,56
ST027936,WH001,P03605,137
ST027937,WH008,P02068,116
ST027938,WH009,P04342,143
ST027939,WH009,P01243,137
ST027940,WH001,P02285,84
ST027941,WH004,P01338,81
ST027942,WH008,P01786,110
ST027943,WH002,P03730,82
ST027944,WH003,P03944,107
ST027945,WH005,P01551,116
ST027946,WH003,P03779,68
ST027947,WH006,P04106,138
ST027948,WH002,P02235,178
ST027949,WH001,P03132,70
ST027950,WH002,P03504,139
ST027951,WH010,P02159,178
ST027952,WH009,P04549,91
ST027953,WH008,P02772,87
ST027954,WH001,P03957,70
ST027955,WH004,P01475,94
ST027956,WH010,P01927,112
ST027957,WH003,P01136,119
ST027958,WH001,P04495,113
ST027959,WH003,P01172,180
ST027960,WH009,P00981,73
ST027961,WH010,P02195,225
ST027962,WH004,P02105,112
ST027963,WH010,P03933,114
ST027964,WH008,P02939,28
ST027965,WH010,P02031,60
ST027966,WH008,P04446,88
ST027967,WH004,P02926,56
ST027968,WH009,P04514,160
ST027969,WH010,P03338,63
ST027970,WH008,P03256,30
ST027971,WH006,P04269,77
ST027972,WH006,P03096,104
ST027973,WH007,P02018,147
ST027974,WH009,P04225,74
ST027975,WH007,P04756,49
ST027976,WH008,P03980,63
ST027977,WH009,P02559,150
ST027978,WH003,P04744,0
ST027979,WH003,P01739,120
ST027980,WH001,P00720,25
ST027981,WH007,P03658,146
ST027982,WH004,P00852,62
ST027983,WH003,P03403,71
ST027984,WH006,P01364,139
ST027985,WH002,P04473,120
ST027986,WH001,P04665,62
ST027987,WH003,P02544,142
ST027988,WH010,P01265,67
ST027989,WH001,P00920,16
ST027990,WH004,P02659,65
ST027991,WH004,P00099,100
ST027992,WH001,P00848,77
ST027993,WH006,P03429,98
ST027994,WH005,P02835,48
ST027995,WH007,P00007,163
ST027996,WH010,P04265,107
ST027997,WH006,P01292,129
ST027998,WH008,P01491,0
ST027999,WH003,P01221,111
ST028000,WH002,P04419,54
ST028001,WH007,P00609,148
ST028002,WH008,P01554,37
ST028003,WH005,P01993,74
ST028004,WH001,P03638,73
ST028005,WH001,P00106,128
ST028006,WH002,P04253,55
ST028007,WH007,P03160,153
ST028008,WH006,P04685,127
ST028009,WH008,P00717,0
ST028010,WH003,P02242,94
ST028011,WH001,P04506,65
ST028012,WH007,P02939,40
ST028013,WH003,P00238,32
ST028014,WH006,P03126,68
ST028015,WH003,P01511,73
ST028016,WH005,P03720,81
ST028017,WH002,P04363,145
ST028018,WH009,P04325,148
ST028019,WH002,P00493,68
ST028020,WH005,P02598,94
ST028021,WH007,P00492,42
ST028022,WH001,P00215,132
ST028023,WH008,P02584,195
ST028024,WH001,P03766,101
ST028025,WH010,P03720,109
ST028026,WH008,P04149,81
ST028027,WH008,P02493,78
ST028028,WH004,P00093,92
ST028029,WH009,P02225,180
ST028030,WH003,P03477,0
ST028031,WH004,P01736,95
ST028032,WH007,P00672,104
ST028033,WH009,P04804,0
ST028034,WH002,P01951,165
ST028035,WH010,P03568,136
ST028036,WH006,P03747,137
ST028037,WH003,P03813,145
ST028038,WH008,P04524,140
ST028039,WH004,P04173,125
ST028040,WH007,P04001,23
ST028041,WH001,P04869,194
ST028042,WH008,P00719,142
ST028043,WH002,P04252,186
ST028044,WH007,P00426,93
ST028045,WH005,P04719,172
ST028046,WH003,P04801,49
ST028047,WH004,P03517,103
ST028048,WH004,P01190,105
ST028049,WH003,P04250,122
ST028050,WH010,P03670,162
ST028051,WH001,P00599,4
ST028052,WH008,P01237,35
ST028053,WH001,P04627,102
ST028054,WH007,P03173,118
ST028055,WH008,P02826,114
ST028056,WH002,P03532,24
ST028057,WH006,P01719,90
ST028058,WH008,P00207,162
ST028059,WH004,P01418,118
ST028060,WH006,P00008,120
ST028061,WH006,P01799,71
ST028062,WH004,P01742,31
