product_id,product_name,category_id,supplier_id,reorder_point,safety_stock
P02525,Everyone 2524,CA044,SUP147,15,10
P02526,Energy 2525,CA036,SUP002,36,11
P02527,Field 2526,CA005,SUP010,10,15
P02528,Better 2527,CA013,SUP178,39,19
P02529,Inside 2528,CA029,SUP125,37,16
P02530,Report 2529,CA031,SUP081,22,2
P02531,Smile 2530,CA047,SUP140,41,7
P02532,Tend 2531,CA016,SUP070,17,16
P02533,Guess 2532,CA042,SUP150,14,7
P02534,Bag 2533,CA030,SUP032,41,19
P02535,Once 2534,CA016,SUP105,30,2
P02536,Word 2535,CA012,SUP084,21,4
P02537,Could 2536,CA017,SUP129,5,18
P02538,Maybe 2537,CA016,SUP182,29,17
P02539,Former 2538,CA012,SUP058,38,9
P02540,Health 2539,CA008,SUP198,43,18
P02541,Discover 2540,CA020,SUP146,14,9
P02542,Wall 2541,CA003,SUP134,24,18
P02543,Painting 2542,CA016,SUP045,11,10
P02544,Exist 2543,CA030,SUP097,20,13
P02545,Cover 2544,CA045,SUP023,41,5
P02546,Your 2545,CA023,SUP023,33,12
P02547,Skin 2546,CA028,SUP154,16,5
P02548,Result 2547,CA040,SUP135,21,15
P02549,Wonder 2548,CA005,SUP079,24,15
P02550,Where 2549,CA020,SUP044,30,7
P02551,Customer 2550,CA040,SUP027,23,18
P02552,Moment 2551,CA044,SUP026,16,3
P02553,Since 2552,CA001,SUP097,25,9
P02554,Decision 2553,CA030,SUP036,46,5
P02555,Easy 2554,CA021,SUP109,38,11
P02556,Simply 2555,CA020,SUP055,11,8
P02557,Effort 2556,CA006,SUP192,49,5
P02558,Turn 2557,CA022,SUP185,39,17
P02559,Evidence 2558,CA018,SUP069,19,15
P02560,Design 2559,CA008,SUP061,5,17
P02561,Drop 2560,CA039,SUP130,30,10
P02562,Degree 2561,CA032,SUP055,39,5
P02563,They 2562,CA033,SUP122,29,7
P02564,Enjoy 2563,CA016,SUP097,46,2
P02565,Think 2564,CA012,SUP080,19,8
P02566,Present 2565,CA038,SUP087,26,2
P02567,Heart 2566,CA034,SUP038,10,9
P02568,Clearly 2567,CA014,SUP119,19,4
P02569,Start 2568,CA036,SUP078,28,2
P02570,Both 2569,CA033,SUP157,25,2
P02571,Call 2570,CA023,SUP154,11,8
P02572,Wife 2571,CA050,SUP035,33,14
P02573,Bar 2572,CA045,SUP079,36,2
P02574,Require 2573,CA002,SUP067,36,17
P02575,Record 2574,CA041,SUP087,9,15
P02576,Mind 2575,CA021,SUP157,8,5
P02577,Positive 2576,CA002,SUP034,26,13
P02578,According 2577,CA027,SUP097,22,13
P02579,South 2578,CA009,SUP169,39,18
P02580,Tough 2579,CA001,SUP169,21,16
P02581,Number 2580,CA011,SUP151,28,11
P02582,And 2581,CA003,SUP071,6,4
P02583,Thus 2582,CA023,SUP003,17,13
P02584,Meet 2583,CA026,SUP058,19,2
P02585,Hot 2584,CA004,SUP032,9,2
P02586,Pressure 2585,CA018,SUP031,7,11
P02587,Forward 2586,CA006,SUP082,41,19
P02588,Mind 2587,CA035,SUP043,41,16
P02589,Water 2588,CA022,SUP135,41,3
P02590,Upon 2589,CA043,SUP105,7,18
P02591,Watch 2590,CA015,SUP001,39,9
P02592,Paper 2591,CA022,SUP061,27,10
P02593,Trouble 2592,CA037,SUP014,32,12
P02594,Face 2593,CA042,SUP180,34,7
P02595,Military 2594,CA012,SUP006,22,15
P02596,Cover 2595,CA047,SUP103,40,2
P02597,South 2596,CA049,SUP010,37,8
P02598,Whole 2597,CA042,SUP071,30,10
P02599,Much 2598,CA038,SUP090,44,12
P02600,Far 2599,CA018,SUP158,21,17
P02601,Information 2600,CA045,SUP149,44,3
P02602,Doctor 2601,CA035,SUP126,11,16
P02603,Social 2602,CA030,SUP188,12,4
P02604,Part 2603,CA024,SUP097,35,5
P02605,Career 2604,CA042,SUP074,16,8
P02606,Arm 2605,CA030,SUP115,35,13
P02607,Never 2606,CA014,SUP191,48,5
P02608,Successful 2607,CA006,SUP170,23,11
P02609,Land 2608,CA003,SUP051,14,7
P02610,Mean 2609,CA016,SUP192,43,15
P02611,Yard 2610,CA007,SUP056,16,4
P02612,Now 2611,CA014,SUP041,24,18
P02613,Alone 2612,CA009,SUP032,41,12
P02614,Morning 2613,CA015,SUP015,45,11
P02615,Hand 2614,CA021,SUP062,11,11
P02616,Indeed 2615,CA035,SUP155,18,11
P02617,Traditional 2616,CA002,SUP028,15,4
P02618,Rich 2617,CA027,SUP064,11,16
P02619,Stand 2618,CA002,SUP187,33,18
P02620,Contain 2619,CA035,SUP186,14,19
P02621,Lot 2620,CA018,SUP130,33,13
P02622,Camera 2621,CA014,SUP127,13,6
P02623,Say 2622,CA020,SUP036,40,17
P02624,National 2623,CA018,SUP114,14,16
P02625,Magazine 2624,CA010,SUP199,23,16
P02626,Four 2625,CA025,SUP013,35,7
P02627,Risk 2626,CA002,SUP015,21,13
P02628,Across 2627,CA025,SUP089,13,3
P02629,Actually 2628,CA033,SUP188,49,10
P02630,Represent 2629,CA036,SUP022,37,5
P02631,Develop 2630,CA031,SUP191,38,6
P02632,Hundred 2631,CA014,SUP074,49,9
P02633,Partner 2632,CA001,SUP025,28,11
P02634,Blood 2633,CA046,SUP101,13,8
P02635,Gas 2634,CA016,SUP176,11,15
P02636,High 2635,CA046,SUP171,20,6
P02637,Position 2636,CA003,SUP117,23,17
P02638,Training 2637,CA035,SUP166,43,16
P02639,Event 2638,CA041,SUP041,10,6
P02640,Culture 2639,CA006,SUP173,15,4
P02641,Official 2640,CA025,SUP088,16,11
P02642,Everyone 2641,CA013,SUP168,46,6
P02643,Economic 2642,CA034,SUP110,17,16
P02644,Exist 2643,CA008,SUP120,16,19
P02645,Market 2644,CA021,SUP097,25,9
P02646,Position 2645,CA034,SUP145,14,3
P02647,Gun 2646,CA004,SUP057,24,9
P02648,History 2647,CA025,SUP130,40,9
P02649,Create 2648,CA015,SUP096,32,5
P02650,Moment 2649,CA004,SUP121,28,19
P02651,Language 2650,CA045,SUP062,9,2
P02652,Develop 2651,CA012,SUP137,41,16
P02653,Kind 2652,CA032,SUP068,16,19
P02654,School 2653,CA032,SUP081,39,13
P02655,Soldier 2654,CA028,SUP017,44,2
P02656,Hotel 2655,CA013,SUP117,6,8
P02657,His 2656,CA031,SUP050,45,2
P02658,Too 2657,CA014,SUP112,49,8
P02659,Institution 2658,CA020,SUP094,43,3
P02660,Far 2659,CA018,SUP168,46,8
P02661,Little 2660,CA029,SUP186,13,14
P02662,Couple 2661,CA006,SUP085,26,6
P02663,Owner 2662,CA032,SUP149,9,2
P02664,Catch 2663,CA029,SUP146,16,2
P02665,Parent 2664,CA043,SUP183,5,19
P02666,Rich 2665,CA002,SUP157,48,2
P02667,Drop 2666,CA023,SUP152,26,6
P02668,Teach 2667,CA019,SUP074,42,10
P02669,Black 2668,CA031,SUP109,23,13
P02670,Set 2669,CA005,SUP145,20,10
P02671,Expect 2670,CA019,SUP018,35,19
P02672,Summer 2671,CA034,SUP042,7,12
P02673,Eat 2672,CA010,SUP101,27,2
P02674,One 2673,CA025,SUP045,46,11
P02675,Lay 2674,CA002,SUP082,22,3
P02676,Total 2675,CA011,SUP017,30,8
P02677,I 2676,CA050,SUP073,17,3
P02678,Deal 2677,CA031,SUP014,22,7
P02679,Child 2678,CA015,SUP177,7,11
P02680,Such 2679,CA009,SUP157,27,10
P02681,Single 2680,CA023,SUP132,7,9
P02682,Citizen 2681,CA019,SUP082,29,12
P02683,Material 2682,CA009,SUP148,31,10
P02684,Sure 2683,CA035,SUP120,48,10
P02685,Act 2684,CA021,SUP120,31,9
P02686,Control 2685,CA009,SUP047,43,16
P02687,Know 2686,CA028,SUP107,29,3
P02688,Money 2687,CA046,SUP108,28,2
P02689,Center 2688,CA007,SUP009,12,10
P02690,Walk 2689,CA016,SUP079,13,10
P02691,Time 2690,CA016,SUP155,41,14
P02692,Professor 2691,CA033,SUP015,34,9
P02693,Nation 2692,CA004,SUP019,23,6
P02694,None 2693,CA004,SUP090,20,4
P02695,Service 2694,CA039,SUP180,28,5
P02696,Four 2695,CA040,SUP026,48,18
P02697,Stock 2696,CA017,SUP154,25,17
P02698,Message 2697,CA037,SUP154,40,17
P02699,First 2698,CA039,SUP174,44,4
P02700,Enough 2699,CA029,SUP092,43,7
P02701,Or 2700,CA036,SUP177,10,2
P02702,Town 2701,CA038,SUP082,9,17
P02703,Out 2702,CA039,SUP181,18,16
P02704,Anyone 2703,CA050,SUP131,49,8
P02705,Information 2704,CA037,SUP194,46,3
P02706,Bit 2705,CA035,SUP042,8,11
P02707,Rock 2706,CA007,SUP019,12,16
P02708,Common 2707,CA027,SUP017,28,7
P02709,As 2708,CA028,SUP161,15,3
P02710,Dinner 2709,CA022,SUP076,21,18
P02711,Teach 2710,CA014,SUP177,25,2
P02712,Environmental 2711,CA007,SUP184,30,2
P02713,Maybe 2712,CA037,SUP063,47,5
P02714,Those 2713,CA022,SUP131,48,17
P02715,Professional 2714,CA005,SUP107,49,9
P02716,Big 2715,CA002,SUP049,31,2
P02717,Listen 2716,CA027,SUP055,20,12
P02718,Size 2717,CA021,SUP154,30,18
P02719,Good 2718,CA038,SUP099,37,11
P02720,Ever 2719,CA015,SUP200,35,13
P02721,Herself 2720,CA021,SUP052,10,10
P02722,Here 2721,CA010,SUP100,48,8
P02723,Opportunity 2722,CA023,SUP117,12,13
P02724,Onto 2723,CA039,SUP118,11,16
P02725,Work 2724,CA005,SUP007,38,9
P02726,Take 2725,CA001,SUP046,48,18
P02727,Even 2726,CA013,SUP046,18,6
P02728,Guy 2727,CA021,SUP100,20,15
P02729,Again 2728,CA026,SUP144,47,3
P02730,Its 2729,CA050,SUP152,13,17
P02731,Campaign 2730,CA045,SUP189,14,18
P02732,Have 2731,CA021,SUP054,21,4
P02733,Trip 2732,CA018,SUP062,16,2
P02734,Respond 2733,CA037,SUP129,10,19
P02735,Police 2734,CA045,SUP049,23,19
P02736,Decide 2735,CA032,SUP025,47,5
P02737,Part 2736,CA036,SUP010,45,16
P02738,Parent 2737,CA017,SUP118,33,11
P02739,Rate 2738,CA035,SUP144,10,6
P02740,Range 2739,CA049,SUP186,29,12
P02741,Nothing 2740,CA011,SUP200,28,8
P02742,Contain 2741,CA021,SUP157,29,6
P02743,Statement 2742,CA026,SUP092,20,13
P02744,Feel 2743,CA004,SUP134,20,16
P02745,Hear 2744,CA034,SUP144,10,13
P02746,Garden 2745,CA048,SUP148,41,5
P02747,Report 2746,CA018,SUP080,25,13
P02748,Mrs 2747,CA040,SUP071,8,19
P02749,Method 2748,CA035,SUP078,38,18
P02750,Stage 2749,CA041,SUP043,32,17
P02751,Since 2750,CA029,SUP154,42,12
P02752,Likely 2751,CA029,SUP090,45,3
P02753,Visit 2752,CA038,SUP078,32,17
P02754,Bar 2753,CA042,SUP199,21,2
P02755,I 2754,CA021,SUP161,18,18
P02756,Positive 2755,CA042,SUP026,11,19
P02757,Few 2756,CA013,SUP121,26,14
P02758,Major 2757,CA049,SUP045,5,6
P02759,Program 2758,CA041,SUP063,33,7
P02760,Check 2759,CA017,SUP195,35,2
P02761,Trouble 2760,CA009,SUP180,34,11
P02762,Computer 2761,CA041,SUP068,19,6
P02763,Push 2762,CA001,SUP154,22,2
P02764,System 2763,CA002,SUP002,39,12
P02765,Without 2764,CA048,SUP142,34,8
P02766,Green 2765,CA029,SUP108,38,19
P02767,Know 2766,CA033,SUP030,46,11
P02768,Program 2767,CA010,SUP049,15,16
P02769,Position 2768,CA050,SUP140,31,5
P02770,Owner 2769,CA040,SUP044,28,17
P02771,Interview 2770,CA021,SUP161,39,16
P02772,Time 2771,CA028,SUP013,43,16
P02773,What 2772,CA011,SUP078,12,13
P02774,Away 2773,CA034,SUP126,22,9
P02775,Base 2774,CA008,SUP098,17,9
P02776,Color 2775,CA022,SUP026,49,19
P02777,Gun 2776,CA008,SUP149,28,7
P02778,Drive 2777,CA049,SUP156,27,6
P02779,Former 2778,CA015,SUP048,16,3
P02780,Free 2779,CA017,SUP168,34,13
P02781,Read 2780,CA023,SUP066,35,5
P02782,Film 2781,CA024,SUP087,32,14
P02783,See 2782,CA045,SUP079,26,18
P02784,Example 2783,CA019,SUP023,48,17
P02785,Point 2784,CA005,SUP081,32,10
P02786,Quite 2785,CA032,SUP048,17,2
P02787,Indicate 2786,CA044,SUP124,29,16
P02788,Experience 2787,CA001,SUP130,48,13
P02789,Very 2788,CA023,SUP084,11,6
P02790,Light 2789,CA037,SUP020,49,19
P02791,Statement 2790,CA008,SUP187,10,3
P02792,Travel 2791,CA013,SUP046,28,5
P02793,Wrong 2792,CA008,SUP131,23,16
P02794,Him 2793,CA023,SUP183,23,7
P02795,Small 2794,CA043,SUP012,40,13
P02796,People 2795,CA001,SUP040,13,19
P02797,Near 2796,CA045,SUP066,40,5
P02798,Little 2797,CA024,SUP100,42,2
P02799,Job 2798,CA035,SUP078,44,16
P02800,Computer 2799,CA024,SUP016,33,19
P02801,Create 2800,CA017,SUP083,28,15
P02802,Too 2801,CA005,SUP162,9,4
P02803,Agency 2802,CA020,SUP044,46,16
P02804,Car 2803,CA021,SUP134,49,6
P02805,Should 2804,CA040,SUP192,30,4
P02806,Easy 2805,CA031,SUP100,18,8
P02807,Recently 2806,CA046,SUP022,43,7
P02808,Enter 2807,CA036,SUP018,33,2
P02809,Yeah 2808,CA011,SUP012,10,8
P02810,Six 2809,CA015,SUP180,11,5
P02811,School 2810,CA019,SUP123,41,13
P02812,So 2811,CA007,SUP117,22,19
P02813,Base 2812,CA028,SUP051,27,10
P02814,Develop 2813,CA043,SUP071,48,5
P02815,Compare 2814,CA005,SUP048,42,2
P02816,Industry 2815,CA005,SUP019,5,10
P02817,Board 2816,CA030,SUP006,8,16
P02818,Beyond 2817,CA032,SUP084,48,9
P02819,Attack 2818,CA008,SUP155,39,16
P02820,Write 2819,CA010,SUP053,27,16
P02821,Unit 2820,CA038,SUP107,31,19
P02822,Material 2821,CA047,SUP101,30,8
P02823,Official 2822,CA032,SUP048,12,19
P02824,Arm 2823,CA048,SUP135,47,17
P02825,Agree 2824,CA028,SUP187,20,3
P02826,Spend 2825,CA017,SUP069,45,5
P02827,Industry 2826,CA031,SUP011,7,17
P02828,Need 2827,CA008,SUP143,36,4
P02829,Southern 2828,CA040,SUP192,9,3
P02830,Because 2829,CA025,SUP131,24,4
P02831,Body 2830,CA009,SUP122,18,6
P02832,Everybody 2831,CA002,SUP069,36,3
P02833,Prepare 2832,CA015,SUP023,30,3
P02834,Clearly 2833,CA050,SUP181,10,3
P02835,Become 2834,CA003,SUP037,40,19
P02836,Real 2835,CA049,SUP009,44,15
P02837,Word 2836,CA036,SUP015,9,16
P02838,Value 2837,CA004,SUP131,17,13
P02839,In 2838,CA014,SUP093,36,12
P02840,For 2839,CA041,SUP198,20,12
P02841,Drop 2840,CA041,SUP017,5,8
P02842,End 2841,CA025,SUP154,17,13
P02843,Sing 2842,CA050,SUP149,15,17
P02844,Federal 2843,CA010,SUP072,12,6
P02845,Level 2844,CA021,SUP149,29,3
P02846,Produce 2845,CA036,SUP121,44,17
P02847,Card 2846,CA012,SUP011,36,16
P02848,Catch 2847,CA027,SUP166,28,12
P02849,New 2848,CA040,SUP072,32,7
P02850,This 2849,CA002,SUP106,18,14
P02851,Conference 2850,CA013,SUP125,49,11
P02852,Air 2851,CA032,SUP035,7,6
P02853,Already 2852,CA031,SUP119,40,8
P02854,Record 2853,CA016,SUP014,31,12
P02855,Heavy 2854,CA032,SUP014,24,15
P02856,Traditional 2855,CA032,SUP010,19,17
P02857,Whole 2856,CA034,SUP140,31,19
P02858,Gas 2857,CA011,SUP038,49,5
P02859,Treat 2858,CA010,SUP108,45,2
P02860,Maybe 2859,CA015,SUP119,32,16
P02861,Manage 2860,CA017,SUP034,29,15
P02862,Truth 2861,CA040,SUP169,46,6
P02863,Now 2862,CA018,SUP010,48,5
P02864,Worry 2863,CA009,SUP122,37,14
P02865,Expert 2864,CA025,SUP145,18,19
P02866,Official 2865,CA040,SUP145,12,13
P02867,Light 2866,CA014,SUP195,18,16
P02868,Central 2867,CA025,SUP190,5,10
P02869,Save 2868,CA050,SUP115,20,5
P02870,Notice 2869,CA022,SUP001,22,6
P02871,Cost 2870,CA030,SUP012,11,10
P02872,Perhaps 2871,CA020,SUP103,19,14
P02873,Picture 2872,CA021,SUP004,28,11
P02874,Loss 2873,CA044,SUP170,17,17
P02875,Program 2874,CA032,SUP141,13,14
P02876,Smile 2875,CA046,SUP098,19,5
P02877,Provide 2876,CA049,SUP106,39,14
P02878,Understand 2877,CA021,SUP085,28,9
P02879,Organization 2878,CA035,SUP121,37,14
P02880,Learn 2879,CA032,SUP132,20,16
P02881,Need 2880,CA030,SUP082,12,14
P02882,Push 2881,CA039,SUP197,33,6
P02883,Purpose 2882,CA049,SUP019,27,7
P02884,None 2883,CA012,SUP130,49,6
P02885,Force 2884,CA041,SUP012,35,14
P02886,When 2885,CA047,SUP081,44,6
P02887,Hand 2886,CA018,SUP074,18,14
P02888,Meet 2887,CA021,SUP098,34,9
P02889,Notice 2888,CA013,SUP006,43,10
P02890,Dream 2889,CA021,SUP136,31,16
P02891,Support 2890,CA008,SUP125,20,11
P02892,Behind 2891,CA046,SUP051,10,12
P02893,Letter 2892,CA040,SUP011,37,6
P02894,Foot 2893,CA046,SUP191,48,10
P02895,History 2894,CA007,SUP185,22,12
P02896,Itself 2895,CA023,SUP127,20,3
P02897,Ever 2896,CA044,SUP140,16,7
P02898,Clearly 2897,CA032,SUP073,24,2
P02899,Floor 2898,CA011,SUP002,49,4
P02900,Action 2899,CA022,SUP008,44,4
P02901,A 2900,CA022,SUP139,33,15
P02902,Necessary 2901,CA043,SUP124,34,6
P02903,Teacher 2902,CA025,SUP053,30,18
P02904,Son 2903,CA022,SUP010,26,16
P02905,Thus 2904,CA028,SUP112,37,7
P02906,Century 2905,CA029,SUP008,43,15
P02907,Guy 2906,CA013,SUP036,33,15
P02908,Few 2907,CA018,SUP106,26,18
P02909,Manager 2908,CA002,SUP014,49,9
P02910,Nor 2909,CA029,SUP182,17,9
P02911,Across 2910,CA021,SUP086,13,10
P02912,Rise 2911,CA015,SUP149,28,12
P02913,Win 2912,CA027,SUP050,19,14
P02914,Million 2913,CA050,SUP167,40,14
P02915,Your 2914,CA031,SUP020,17,6
P02916,Someone 2915,CA015,SUP087,31,17
P02917,Me 2916,CA023,SUP135,48,10
P02918,Firm 2917,CA024,SUP137,41,4
P02919,Act 2918,CA044,SUP129,11,6
P02920,Space 2919,CA013,SUP154,12,9
P02921,Law 2920,CA022,SUP166,41,15
P02922,Success 2921,CA043,SUP038,45,4
P02923,Final 2922,CA037,SUP189,18,14
P02924,Picture 2923,CA033,SUP044,16,12
P02925,During 2924,CA003,SUP086,40,9
P02926,Style 2925,CA019,SUP044,44,11
P02927,Account 2926,CA023,SUP074,21,19
P02928,Official 2927,CA029,SUP119,44,19
P02929,Hour 2928,CA030,SUP190,33,8
P02930,Current 2929,CA039,SUP122,31,17
P02931,Its 2930,CA044,SUP134,5,7
P02932,Us 2931,CA047,SUP145,38,17
P02933,Option 2932,CA025,SUP051,8,17
P02934,Leave 2933,CA037,SUP038,28,2
P02935,Indicate 2934,CA047,SUP152,25,4
P02936,Enjoy 2935,CA008,SUP051,37,7
P02937,Common 2936,CA042,SUP010,11,5
P02938,Senior 2937,CA016,SUP120,5,5
P02939,Since 2938,CA008,SUP200,45,5
P02940,Race 2939,CA001,SUP149,7,11
P02941,In 2940,CA044,SUP070,48,10
P02942,Them 2941,CA005,SUP085,19,9
P02943,Human 2942,CA003,SUP057,35,18
P02944,Discussion 2943,CA001,SUP126,20,18
P02945,Everyone 2944,CA004,SUP039,14,2
P02946,Base 2945,CA040,SUP033,33,15
P02947,Knowledge 2946,CA035,SUP187,10,12
P02948,Process 2947,CA032,SUP018,33,4
P02949,Education 2948,CA042,SUP184,21,9
P02950,Nation 2949,CA034,SUP057,26,11
P02951,South 2950,CA043,SUP096,28,18
P02952,Such 2951,CA025,SUP048,21,9
P02953,Where 2952,CA010,SUP042,25,2
P02954,Position 2953,CA021,SUP027,15,8
P02955,Surface 2954,CA046,SUP074,11,10
P02956,Rule 2955,CA039,SUP110,46,13
P02957,Reveal 2956,CA027,SUP180,43,10
P02958,Expert 2957,CA027,SUP170,9,4
P02959,Feel 2958,CA002,SUP032,48,5
P02960,Range 2959,CA041,SUP026,25,11
P02961,Situation 2960,CA048,SUP025,22,5
P02962,Night 2961,CA013,SUP075,39,10
P02963,Table 2962,CA009,SUP023,24,2
P02964,Exist 2963,CA036,SUP057,19,6
P02965,Itself 2964,CA022,SUP180,9,10
P02966,Cup 2965,CA042,SUP126,17,6
P02967,Tonight 2966,CA026,SUP087,16,7
P02968,Authority 2967,CA012,SUP031,25,9
P02969,Court 2968,CA017,SUP064,41,11
P02970,Century 2969,CA014,SUP199,10,12
P02971,Figure 2970,CA014,SUP033,11,14
P02972,Bring 2971,CA034,SUP002,30,5
P02973,Public 2972,CA020,SUP018,46,12
P02974,Lose 2973,CA011,SUP175,12,13
P02975,Prepare 2974,CA016,SUP161,13,6
P02976,Local 2975,CA031,SUP084,31,11
P02977,Expert 2976,CA006,SUP035,8,8
P02978,School 2977,CA019,SUP179,25,10
P02979,Prevent 2978,CA037,SUP114,35,10
P02980,Million 2979,CA004,SUP146,25,11
P02981,Cup 2980,CA047,SUP110,44,11
P02982,Full 2981,CA004,SUP088,29,3
P02983,After 2982,CA020,SUP072,43,5
P02984,Civil 2983,CA010,SUP125,19,9
P02985,Appear 2984,CA024,SUP030,39,15
P02986,Nor 2985,CA035,SUP172,47,18
P02987,Age 2986,CA026,SUP053,45,14
P02988,Cultural 2987,CA037,SUP138,41,19
P02989,Blue 2988,CA038,SUP087,46,19
P02990,Father 2989,CA021,SUP180,32,14
P02991,Exist 2990,CA040,SUP177,18,9
P02992,Car 2991,CA039,SUP139,8,13
P02993,Senior 2992,CA021,SUP194,24,2
P02994,Left 2993,CA010,SUP186,38,19
P02995,Short 2994,CA038,SUP164,16,4
P02996,Across 2995,CA046,SUP161,37,13
P02997,Early 2996,CA004,SUP175,28,14
P02998,Believe 2997,CA045,SUP013,24,11
P02999,City 2998,CA020,SUP040,9,16
P03000,Administration 2999,CA017,SUP089,42,3
P03001,Minute 3000,CA007,SUP068,34,4
P03002,Director 3001,CA004,SUP042,28,15
P03003,Guess 3002,CA029,SUP147,47,8
P03004,Kitchen 3003,CA014,SUP094,44,9
P03005,Forget 3004,CA003,SUP019,11,12
P03006,Stock 3005,CA024,SUP186,40,7
P03007,Successful 3006,CA037,SUP023,42,12
P03008,Moment 3007,CA016,SUP054,20,18
P03009,Hot 3008,CA004,SUP065,19,11
P03010,Major 3009,CA024,SUP140,27,18
P03011,Same 3010,CA034,SUP024,16,3
P03012,Strong 3011,CA030,SUP034,33,7
P03013,Almost 3012,CA018,SUP053,48,6
P03014,Give 3013,CA019,SUP136,19,5
P03015,Be 3014,CA031,SUP018,33,3
P03016,Threat 3015,CA019,SUP057,49,13
P03017,Social 3016,CA049,SUP112,47,4
P03018,Child 3017,CA046,SUP005,25,7
P03019,Arrive 3018,CA019,SUP154,19,15
P03020,Exactly 3019,CA022,SUP158,18,9
P03021,Stand 3020,CA024,SUP182,46,15
P03022,Including 3021,CA045,SUP013,48,4
P03023,Away 3022,CA012,SUP083,20,17
P03024,Of 3023,CA030,SUP029,19,16
P03025,Many 3024,CA038,SUP003,46,8
P03026,Course 3025,CA031,SUP090,8,16
P03027,Dark 3026,CA036,SUP104,31,14
P03028,War 3027,CA019,SUP123,27,7
P03029,Thought 3028,CA048,SUP186,33,16
P03030,Enough 3029,CA045,SUP076,45,18
P03031,Technology 3030,CA036,SUP130,13,5
P03032,I 3031,CA030,SUP108,47,15
P03033,Them 3032,CA049,SUP156,47,16
P03034,Actually 3033,CA033,SUP082,11,13
P03035,Campaign 3034,CA018,SUP077,46,11
P03036,Special 3035,CA049,SUP002,8,7
P03037,Send 3036,CA028,SUP127,9,10
P03038,Energy 3037,CA047,SUP135,9,3
P03039,Image 3038,CA011,SUP026,15,5
P03040,Spend 3039,CA045,SUP088,45,10
P03041,Level 3040,CA033,SUP016,32,16
P03042,End 3041,CA017,SUP151,20,14
P03043,Sing 3042,CA006,SUP168,45,9
P03044,Along 3043,CA004,SUP188,34,17
P03045,Decide 3044,CA020,SUP073,8,12
P03046,Magazine 3045,CA048,SUP032,6,11
P03047,Simple 3046,CA047,SUP015,7,9
P03048,Spend 3047,CA027,SUP141,25,2
P03049,Between 3048,CA015,SUP005,10,11
P03050,Near 3049,CA006,SUP074,47,19
P03051,Reduce 3050,CA047,SUP052,22,4
P03052,Detail 3051,CA014,SUP077,48,12
P03053,Material 3052,CA011,SUP169,9,19
P03054,Improve 3053,CA039,SUP181,13,4
P03055,Responsibility 3054,CA009,SUP110,24,9
P03056,Forget 3055,CA026,SUP178,32,15
P03057,Would 3056,CA016,SUP143,30,7
P03058,Future 3057,CA005,SUP106,22,16
P03059,Cold 3058,CA010,SUP127,23,15
P03060,Professional 3059,CA050,SUP007,7,8
P03061,Should 3060,CA003,SUP040,13,11
P03062,And 3061,CA013,SUP156,40,16
P03063,Size 3062,CA043,SUP160,35,11
P03064,Write 3063,CA049,SUP099,21,18
P03065,Often 3064,CA030,SUP143,27,18
P03066,Near 3065,CA045,SUP085,38,13
P03067,Can 3066,CA006,SUP198,45,16
P03068,Environment 3067,CA017,SUP065,45,13
P03069,Medical 3068,CA045,SUP132,9,10
P03070,Pull 3069,CA019,SUP011,19,6
P03071,Fire 3070,CA042,SUP108,7,5
P03072,Decide 3071,CA035,SUP026,23,13
P03073,Herself 3072,CA046,SUP189,32,17
P03074,Very 3073,CA026,SUP165,7,10
P03075,Area 3074,CA005,SUP151,42,4
P03076,Treat 3075,CA029,SUP085,8,4
P03077,Reflect 3076,CA037,SUP168,28,19
P03078,Discover 3077,CA020,SUP151,35,18
P03079,Budget 3078,CA049,SUP123,49,11
P03080,Eat 3079,CA021,SUP144,49,3
P03081,Property 3080,CA010,SUP189,15,12
P03082,Leader 3081,CA005,SUP068,41,4
P03083,Garden 3082,CA036,SUP104,5,3
P03084,Administration 3083,CA006,SUP080,13,10
P03085,Computer 3084,CA026,SUP159,21,3
P03086,Study 3085,CA004,SUP053,5,3
P03087,Fact 3086,CA039,SUP106,7,16
P03088,Pattern 3087,CA039,SUP153,30,4
P03089,Call 3088,CA050,SUP044,35,6
P03090,Individual 3089,CA035,SUP140,30,12
P03091,Strategy 3090,CA001,SUP090,27,8
P03092,Eight 3091,CA024,SUP101,34,7
P03093,Act 3092,CA036,SUP097,14,15
P03094,And 3093,CA006,SUP009,12,2
P03095,Party 3094,CA041,SUP012,48,18
P03096,Step 3095,CA046,SUP069,29,18
P03097,Rock 3096,CA044,SUP182,26,15
P03098,May 3097,CA031,SUP182,19,11
P03099,Rise 3098,CA020,SUP028,45,9
P03100,Pick 3099,CA024,SUP056,14,9
P03101,Clear 3100,CA025,SUP099,24,15
P03102,Hot 3101,CA036,SUP197,45,8
P03103,Spend 3102,CA021,SUP110,27,7
P03104,Behind 3103,CA030,SUP077,5,5
P03105,Energy 3104,CA024,SUP103,6,2
P03106,Coach 3105,CA044,SUP106,23,16
P03107,Money 3106,CA042,SUP109,18,16
P03108,Benefit 3107,CA030,SUP112,12,2
P03109,Rich 3108,CA022,SUP058,42,4
P03110,Present 3109,CA028,SUP078,16,6
P03111,Ground 3110,CA007,SUP075,30,6
P03112,Word 3111,CA035,SUP042,31,5
P03113,Song 3112,CA028,SUP166,33,18
P03114,Process 3113,CA014,SUP068,19,15
P03115,As 3114,CA010,SUP181,5,9
P03116,As 3115,CA016,SUP033,47,3
